상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
EVENTMANIA,소매,취미/오락관련소매,이벤트용품판매,그외 기타 분류안된 상품 전문 소매업,진명빌라,경기도 광명시 광명동 106-9,경기도 광명시 광명로928번길 11-6,14219,37.4814319347,126.8568423686
EXCM,소매,사무/문구/컴퓨터,사무/문구용품,문구용품 소매업,,경기도 광명시 소하동 909-6,경기도 광명시 영당안로36번길 32,14333,37.4376861456,126.8784527914
EYETANK,소매,사진/광학/정밀기기소매,안경원,안경 소매업,한솔주택,경기도 광명시 소하동 1235-15,경기도 광명시 기아로13번안길 9-10,14326,37.4369963799,126.8823182965
E편한쎈트레빌크린토피아,생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,대한예수교장로회함께하는교회,경기도 광명시 하안동 864,경기도 광명시 가림일로 88,14256,37.4685420272,126.8672106543
E편한치과,의료,병원,치과의원,치과 의원,E편한세상센트레빌아파트,경기도 광명시 하안동 864,경기도 광명시 오리로 801,14256,37.4685420272,126.8672106543
E포토갤러리,생활서비스,사진,사진관,인물사진 및 행사용비디오 촬영업,,경기도 광명시 철산동 245-1,경기도 광명시 철산로29번길 9,14236,37.4774004719,126.8686530364
E해법공부방,학문/교육,학원-어학,학원-외국어/어학,외국어학원,대원하이츠,경기도 광명시 소하동 1263-2,경기도 광명시 충현로20번길 14,14327,37.4346623253,126.8818700822
E해법수학,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,인성빌딩,경기도 광명시 하안동 35-6,경기도 광명시 하안로287번길 15-1,14305,37.4606531177,126.8789007682
E해법수학광명4동교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 광명동 158-788,경기도 광명시 광명로 886-1,14267,37.4779594978,126.8539549262
E해법수학셀파수학교실,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,도덕파크타운,경기도 광명시 철산동 617,경기도 광명시 도덕공원로 17,14253,37.4708205558,126.8663474023
E해법수학신촌2단지교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,신촌휴먼시아2단지아파트,경기도 광명시 소하동 1366,경기도 광명시 소하로 189,14319,37.447350714,126.8934556361
E해법수학우성교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,우성아파트,경기도 광명시 철산동 58,경기도 광명시 시청로 139,14225,37.4889597655,126.8682366062
E해법수학철산브라운스톤교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,브라운스톤2차아파트,경기도 광명시 철산동 630,경기도 광명시 도덕공원로 35,14253,37.4717914074,126.864435169
E해법수학하안5단지점교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,하안주공5단지종합상가,경기도 광명시 하안동 702-1,경기도 광명시 가림일로 23,14258,37.4651267594,126.8667872915
E해법수학하안8단지점교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,하안8단지고층주공아파트,경기도 광명시 하안동 260,경기도 광명시 하안로 237,14309,37.4572419497,126.8823988266
F.C.일레븐,스포츠,실내운동시설,체육관,종합 스포츠시설 운영업,,경기도 광명시 광명동 158-558,경기도 광명시 오리로963번길 4,14262,37.4784301397,126.8556498232
FDI디지털현상광명크로앙스점,생활서비스,사진,사진관,인물사진 및 행사용비디오 촬영업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
FM노래연습장,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,백석빌딩,경기도 광명시 광명동 346-36,경기도 광명시 광명로 817,14295,37.4724323589,126.8507892905
FOXCODY,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,현대빌라,경기도 광명시 광명동 298-31,경기도 광명시 오리로949번안길 7-9,14268,37.4746807192,126.8546284258
G1쥬얼리,소매,시계/귀금속소매,시계/귀금속,시계 및 귀금속 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
G2모터스,소매,자동차/자동차용품,자동차부품판매,기타 자동차신품 부품 및 내장품 판매업,,경기도 광명시 광명동 243,경기도 광명시 광화로 42,14293,37.4740940238,126.8468179086
GMW모터스,소매,자동차/자동차용품,자동차부품판매,기타 자동차신품 부품 및 내장품 판매업,나산빌라,경기도 광명시 광명동 158-931,경기도 광명시 오리로985번안길 28,14285,37.4800725958,126.8506268314
GM대우광명바로정비,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 광명동 92-3,경기도 광명시 광명로 950,14219,37.4832605167,126.8564883153
GM제일산부인과,의료,병원,산부인과,일반 의원,,경기도 광명시 광명동 158-776,경기도 광명시 광명로 878,14267,37.4772653476,126.8536510589
GNB어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,,경기도 광명시 철산동 56-21,경기도 광명시 광복로 50,14209,37.4889010499,126.8642113773
GNB어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,제일프라자,경기도 광명시 소하동 1341-2,경기도 광명시 소하로 86,14316,37.4471876898,126.8832851169
GOMYCARTRADE,소매,자동차/자동차용품,중고자동차판매,중고 자동차 판매업,한국자동차경매장,경기도 광명시 하안동 303,경기도 광명시 오리로651번길 10,14303,37.4590724983,126.8752639316
GS25,소매,종합소매점,편의점,체인화 편의점,광명리더스빌딩,경기도 광명시 광명동 158-195,경기도 광명시 오리로 992,14202,37.4799588031,126.853238695
GS25,소매,종합소매점,편의점,체인화 편의점,광명역효성해링턴타워THEFIRST,경기도 광명시 일직동 509-1,경기도 광명시 일직로 22,14344,37.4221857134,126.8841269853
GS25,소매,종합소매점,편의점,체인화 편의점,철산역,경기도 광명시 철산동 526,경기도 광명시 철산로 13,14236,37.4766270612,126.8699319152
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 158-238,경기도 광명시 오리로 927,14264,37.4775432805,126.859823258
GS25,소매,종합소매점,편의점,체인화 편의점,영광빌딩,경기도 광명시 소하동 911-17,경기도 광명시 영당안로 50,14333,37.4366581815,126.8776748446
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 소하동 903-3,경기도 광명시 오리로 396-1,14326,37.4377145129,126.8797295783
GS25,소매,종합소매점,편의점,체인화 편의점,롯데하이츠빌,경기도 광명시 광명동 145-8,경기도 광명시 광명로917번길 12,14202,37.4812117412,126.8536771287
GS25,소매,종합소매점,편의점,체인화 편의점,삼형빌라,경기도 광명시 광명동 41-191,경기도 광명시 새터로102번길 9,14265,37.4757123222,126.8582327247
GS25,소매,종합소매점,편의점,체인화 편의점,중앙상가,경기도 광명시 하안동 30-1,경기도 광명시 안현로 52,14247,37.4654899552,126.877457225
GS25,소매,종합소매점,편의점,체인화 편의점,광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 가학동 521,경기도 광명시 가학로 19,14341,37.417022095,126.8517938189
GS25,소매,종합소매점,편의점,체인화 편의점,광명푸르지오아파트,경기도 광명시 철산동 631,경기도 광명시 도덕공원로 59,14253,37.4733492784,126.8637087899
GS25,소매,종합소매점,편의점,체인화 편의점,이림하텍빌라,경기도 광명시 광명동 736-5,경기도 광명시 도덕로28번안길 7,14282,37.4671539796,126.8519303685
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 소하동 36-14,경기도 광명시 금하로527번길 9-1,14314,37.4517981491,126.8897309527
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 143-7,경기도 광명시 광명로917번길 4,14202,37.4809605451,126.8545368782
GS25,소매,종합소매점,편의점,체인화 편의점,정인코아빌딩,경기도 광명시 철산동 448,경기도 광명시 디지털로 29,14239,37.4740692002,126.8707956174
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 289-13,경기도 광명시 광오로 7,14291,37.4750458518,126.8512588058
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 158-335,경기도 광명시 새터로 116,14264,37.4773791332,126.8582069013
GS25,소매,종합소매점,편의점,체인화 편의점,SH&01프라자,경기도 광명시 일직동 510-9,경기도 광명시 일직로12번길 21,14344,37.4207424973,126.8825364065
GS25,소매,종합소매점,편의점,체인화 편의점,광명사거리역,경기도 광명시 광명동 158-211,경기도 광명시 오리로 980,14262,37.4794012724,126.8540990389
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 하안동 584-13,경기도 광명시 안재로 18,14259,37.4597080316,126.871453834
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 일직동 506-1,경기도 광명시 일직로 79,14354,37.4206057672,126.8900716209
GS25,소매,종합소매점,편의점,체인화 편의점,현진에버빌아파트,경기도 광명시 광명동 779,경기도 광명시 목감로 88,14293,37.4755179966,126.8471201854
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 철산동 62-2,경기도 광명시 시청로 142,14226,37.4874286442,126.8687368578
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 46-16,경기도 광명시 사성로 2-1,14210,37.4852620603,126.8575698406
GS25,소매,종합소매점,편의점,체인화 편의점,하안12단지고층주공아파트,경기도 광명시 하안동 110,경기도 광명시 하안로 284,14306,37.4616854471,126.8839515142
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 12-150,경기도 광명시 사성로 25,14206,37.4857876555,126.8600449786
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 158-1288,경기도 광명시 광명로887번길 20-1,14285,37.4790738146,126.8516576707
GS25,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 하안동 601-10,경기도 광명시 안재로10번길 21,14259,37.4603231896,126.8737020176
GS25,소매,종합소매점,편의점,체인화 편의점,광명역세권휴먼시아,경기도 광명시 소하동 1389,경기도 광명시 서원로 13,14330,37.4307186608,126.8845654414
GS25,소매,종합소매점,편의점,체인화 편의점,휴먼시아7단지아파트,경기도 광명시 소하동 1348,경기도 광명시 소하로 162,14321,37.4444209361,126.8918213415
GS25S광명사거리역,소매,종합소매점,편의점,체인화 편의점,광명사거리역,경기도 광명시 광명동 158-211,경기도 광명시 오리로 980,14262,37.4794012724,126.8540990389
GS25광명대박,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 155-12,경기도 광명시 광이로 12-1,14221,37.4794872644,126.8580445573
GS25광명로데오,소매,종합소매점,편의점,체인화 편의점,한복빌딩,경기도 광명시 철산동 413,경기도 광명시 오리로 856,14240,37.4746507475,126.8671770029
GS25광명로데오점,소매,종합소매점,편의점,체인화 편의점,한복빌딩,경기도 광명시 철산동 413,경기도 광명시 오리로 856,14240,37.4746507475,126.8671770029
GS25광명성애,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 철산동 389,경기도 광명시 디지털로 36,14241,37.4733223318,126.8716560944
GS25광명센트레빌점,소매,종합소매점,편의점,체인화 편의점,E편한세상센트레빌아파트,경기도 광명시 하안동 864,경기도 광명시 오리로 801,14256,37.4685420272,126.8672106543
GS25광명시청로,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 철산동 142-1,경기도 광명시 시청로 99,14214,37.4850106879,126.8658693218
GS25광명시청로점,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 철산동 142-1,경기도 광명시 시청로 99,14214,37.4850106879,126.8658693218
GS25광명타워,소매,종합소매점,편의점,체인화 편의점,동진프라자,경기도 광명시 광명동 290-14,경기도 광명시 광명로 841,14291,37.4742354643,126.8516561147
GS25광명푸르지오점,소매,종합소매점,편의점,체인화 편의점,광명역푸르지오,경기도 광명시 일직동 519,경기도 광명시 양달로 7,14351,37.4134693905,126.8805938749
GS25광명프라임점,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 광명동 102-1,경기도 광명시 광명로 942,14219,37.4825663736,126.8561844032
GS25광명프라자점,소매,종합소매점,편의점,체인화 편의점,,경기도 광명시 하안동 36,경기도 광명시 범안로 1040,14305,37.4615448198,126.8786280239
GS25광명휴먼시아,소매,종합소매점,편의점,체인화 편의점,신촌휴먼시아1단지아파트,경기도 광명시 소하동 1363,경기도 광명시 신촌로 49,14318,37.4496289262,126.8920396666
GS25소하신성점,소매,종합소매점,편의점,체인화 편의점,신성프라자,경기도 광명시 소하동 1341,경기도 광명시 소하로 78,14316,37.4478273993,126.8832840986
GS25소하주공,소매,종합소매점,편의점,체인화 편의점,휴먼시아6단지아파트,경기도 광명시 소하동 1324,경기도 광명시 소하로 161,14320,37.4462396523,126.8904399679
GS25소하휴먼센터점,소매,종합소매점,편의점,체인화 편의점,휴먼시아4단지아파트,경기도 광명시 소하동 1292,경기도 광명시 소하로 55,14315,37.4505498827,126.8847376379
GS25소하휴먼시아,소매,종합소매점,편의점,체인화 편의점,광명역세권휴먼시아,경기도 광명시 소하동 1389,경기도 광명시 서원로 13,14330,37.4307186608,126.8845654414
GS25시,소매,종합소매점,편의점,체인화 편의점,한복빌딩,경기도 광명시 철산동 413,경기도 광명시 오리로 856,14240,37.4746507475,126.8671770029
